index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target_0,target_1,target_2,target_3
0,-0.08310557262869477,-1.4063174636718339,0.08243975293450329,0.7600559636896026,-1.5047203740310022,-0.6117690909052854,-0.03703679704841202,-0.692420979873856,-0.30920907704986345,-0.7521564055905832,-0.42930222451725997,-1.4575514994649306,-192.652566633069,-183.51790574354663,-141.22645990394784,-361.07841654165844
1,-0.25083301645504735,-0.32267983884213575,0.45588777208160763,0.5562300094006599,1.328194141849058,0.9960476858058164,-0.7567950885694608,1.5013336519554867,-0.643518230380143,0.9278401280812372,-1.4218106667418438,2.165002344901084,86.07020027521224,207.87892354910852,92.58036167812647,29.199264985666066
2,-0.40122047188583626,0.6901439917111125,0.09767609854883172,0.01259240078179486,0.22409248181041677,0.5193465142411723,1.5327389130025777,0.40171172209894146,0.024510174258942714,0.49799829124544975,-0.1087601484568576,-0.7730097838554665,80.94044783391588,77.46190631298262,164.05559222809052,194.0651604016914
3,2.463242112485286,0.06023020994102644,-0.03471176970524331,0.30154734233361247,-0.19236096478112252,0.25755039072276437,-0.07444591576616721,-0.026513875449216878,1.1428228145150205,0.7519330326867741,-1.9187712152990415,-1.168678037619532,130.29774055582513,-20.560310088958374,42.86172176943672,60.168690722964634
4,-0.07783719701280203,0.883109777147159,0.29875290836568624,3.193107567844861,-0.18047991359062565,0.3230792731160291,-0.2523535021262876,-1.563190808696657,-0.4263575962055433,1.1484457091967548,-0.2918112689155441,-0.7517910500951843,184.70903885302818,111.03201393957951,54.66981252058024,-45.072318017310096
5,-0.9224101844985025,-0.3917581490438219,1.2171585208254965,-0.3223204692113399,1.6153756894694418,0.840620026504553,0.5467335682013793,-0.36682441181468756,0.9983108981479604,-0.4316203127180484,-0.23893209916969432,1.5213160519224513,39.09146662929459,80.6432737515819,-5.294935248232317,41.9891848923035
6,0.4714155563864041,-0.8323555731042287,0.2029230208512997,0.6329318177555108,-0.5522230442809712,-0.6373871273065177,1.1890165311075518,-0.5707462937494763,1.5475052013300616,1.7958776730955217,1.4205042479898549,-1.515744114997232,96.9637285001078,-17.845825489964895,0.42061784215738957,56.748205248896866
7,0.12200981464536144,-0.5756378262377739,1.1492733262856758,-0.09605989972464987,2.5600845382687947,0.4933179008808892,0.1848361236948739,0.7003098794089914,-0.0349884904969617,1.77080063563551,-0.8583577801812136,-0.7031764251258874,172.54193600857957,235.0969579309974,78.43011370990139,130.29930589677724
8,0.2773769379581917,0.05993263026632825,-3.0195121558208253,-1.308820399119112,1.360658595838651,-0.26451484131061076,-2.0038623644067535,-1.2392583948534726,1.8005111815108537,1.2389463529394373,0.6354180302092264,0.18384954475369486,-28.838783027525167,-51.57787949737954,-226.62089923470603,-55.08304670091631
9,0.015579047581467534,-0.1730718242838696,1.5945050632249722,-1.4400508825942944,-1.0962750868952018,-0.29756350335999193,1.3757068133116195,0.12557645347154225,-0.9913923494563072,-2.153390113603715,-0.15005558703252672,-0.8469613483183278,-169.29691039394226,-184.41503490020688,-2.2840343469440296,-29.485817255850577
10,0.04059169120388238,0.04886007032570433,-1.4026052717996935,-0.6629009175509482,-0.7019916878067554,0.12522450264790727,-0.429405541125253,0.5432980290363879,-1.243863235391285,-0.6929051977959073,0.12229750303228377,1.7495767431869393,-76.45574151108713,-68.30644488950192,-23.93332157988888,-4.124169317342836
